session_id,headset_id,participant_count,timestamp_sec,frame_rate_fps,network_latency_ms,calibration_error_mm,battery_temp_c,battery_level,scene_state,source_file
20251208_140440,H_4193,1,36.47,40.4,74.6,0.0,36.0,73,Host,session_20251208_140440_H_4193.csv
20251208_000559,H_4193,0,36.48,65.3,0.0,0.0,40.0,58,NotConnected,session_20251208_000559_H_4193.csv
20251208_014720,H_4193,1,36.52,19.1,419.8,0.0,46.0,62,Host,session_20251208_014720_H_4193.csv
20251208_103057,H_4193,2,36.56,28.1,169.5,0.0,34.0,100,Client,session_20251208_103057_H_4193.csv
20251209_143750,H_4193,2,36.56,74.3,68.3,0.0,39.0,82,Client,session_20251209_143750_H_4193.csv
20251208_004716,H_4193,2,36.57,36.0,54.8,0.0,43.0,61,Client,session_20251208_004716_H_4193.csv
20251207_231719,H_4193,2,36.59,71.6,56.0,0.0,43.0,5,Client,session_20251207_231719_H_4193.csv
20251209_004435,H_4193,0,36.61,34.9,0.0,0.0,45.0,100,Offline,session_20251209_004435_H_4193.csv
20251209_003711,H_4193,0,36.62,32.3,0.0,0.0,35.0,100,Offline,session_20251209_003711_H_4193.csv
20251208_105026,H_4193,2,36.67,34.3,83.2,0.0,48.0,95,Host,session_20251208_105026_H_4193.csv
20251208_015029,H_4193,2,36.69,24.2,83.5,0.0,50.0,59,Client,session_20251208_015029_H_4193.csv
20251208_110401,H_4193,1,36.7,32.9,58.7,0.0,51.0,84,Host,session_20251208_110401_H_4193.csv
20251208_103907,H_4193,2,36.78,42.7,68.8,0.0,37.0,100,Client,session_20251208_103907_H_4193.csv
20251208_010002,H_4193,2,36.81,24.8,83.3,0.0,43.0,61,Client,session_20251208_010002_H_4193.csv
20251208_104152,H_4193,1,37.15,29.5,60.9,0.0,43.0,100,Host,session_20251208_104152_H_4193.csv
20251207_221239,H_4193,2,37.23,72.1,55.8,0.0,51.0,37,Host,session_20251207_221239_H_4193.csv
20251207_215648,H_4193,2,37.34,70.8,82.9,0.0,50.0,51,Host,session_20251207_215648_H_4193.csv
20251208_121204,H_4193,1,37.34,64.4,62.7,0.0,42.0,64,Host,session_20251208_121204_H_4193.csv
20251207_213615,H_4193,1,37.36,71.9,54.5,0.0,37.0,67,Host,session_20251207_213615_H_4193.csv
20251207_222644,H_4193,2,37.37,72.5,55.5,0.0,53.0,23,Host,session_20251207_222644_H_4193.csv
20251207_223649,H_4193,2,37.39,72.9,69.2,0.0,55.0,14,Host,session_20251207_223649_H_4193.csv
20251208_002333,H_4193,2,37.41,73.3,82.8,0.0,43.0,59,Client,session_20251208_002333_H_4193.csv
20251208_121556,H_4193,1,37.43,51.9,77.8,0.0,45.0,60,Host,session_20251208_121556_H_4193.csv
20251208_000702,H_4193,2,37.47,54.8,55.0,0.0,45.0,57,Client,session_20251208_000702_H_4193.csv
20251208_000559,H_4193,0,37.48,72.8,0.0,0.0,40.0,58,NotConnected,session_20251208_000559_H_4193.csv
20251208_140440,H_4193,1,37.5,40.1,49.3,0.0,36.0,73,Host,session_20251208_140440_H_4193.csv
20251208_014720,H_4193,1,37.53,34.6,81.4,0.0,46.0,62,Host,session_20251208_014720_H_4193.csv
20251209_143750,H_4193,2,37.56,62.0,66.5,0.0,40.0,82,Client,session_20251209_143750_H_4193.csv
20251208_004716,H_4193,2,37.57,37.0,55.5,0.0,43.0,61,Client,session_20251208_004716_H_4193.csv
20251208_103057,H_4193,2,37.58,31.0,159.0,0.0,34.0,100,Client,session_20251208_103057_H_4193.csv
20251207_231719,H_4193,2,37.59,72.1,68.9,0.0,43.0,5,Client,session_20251207_231719_H_4193.csv
20251209_004435,H_4193,0,37.61,34.3,0.0,0.0,45.0,100,Offline,session_20251209_004435_H_4193.csv
20251209_003711,H_4193,0,37.62,31.6,0.0,0.0,35.0,100,Offline,session_20251209_003711_H_4193.csv
20251208_015029,H_4193,2,37.69,24.4,126.8,0.0,50.0,59,Client,session_20251208_015029_H_4193.csv
